created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Jan 11 09:19:12 +0000 2024;"1,74537E+18";@prabowogibran02 Oke tetap pilih prabowo Gibran pilpres thn 2024  dgn cara satang ke TPS tgl 14 Pebruari nanti coblos no Urut 2 prabowo Gibran sebagai presiden oke salam Silaturahmi buat semua nya;0;0;0;0;in;"1,57153E+18";"1,74507E+18";DamrilMukti4;https://twitter.com/DamrilMukti4/status/1745374791811596488
Thu Jan 11 09:17:14 +0000 2024;"1,74537E+18";Kami Tetap pilih prabowo Gibran pilpres thn 2024 dgn cara datang ke tps Tgl 14 Pebruari coblos no Urut 2 prabowo Gibran sebagai presiden RI oke salam Silaturahmi buat semua;0;0;0;1;in;"1,57153E+18";"1,74537E+18";DamrilMukti4;https://twitter.com/DamrilMukti4/status/1745374295612866651
Thu Jan 11 09:15:39 +0000 2024;"1,74537E+18";Tidak servey kami tetap pilih prabowo Gibran pilpres thn 2024 dg cara datang ke TPS Tgl 14 Pebruari coblos no Urut 2 prabowo Gibran sebagai presiden oke;1;0;0;0;in;"1,57153E+18";"1,74537E+18";DamrilMukti4;https://twitter.com/DamrilMukti4/status/1745373896428200230
Thu Jan 11 08:41:54 +0000 2024;"1,74537E+18";"Ogah Punya Presiden Tantrum, Kakak Menpora Dito Ariotedjo Diduga Tak akan Pilih Prabowo di Pilpres 2024: Bisa Bayangin... https://t.co/9PTl3qhKeF";0;10;90;167;in;"8,87744E+17";"1,74537E+18";OposisiCerdas;https://twitter.com/OposisiCerdas/status/1745365404061733300
Thu Jan 11 01:18:31 +0000 2024;"1,74525E+18";Ribuan Advokasi Deklarasikan Dukung GanjarMahfud di Pilpres 2024!  Jatim Ganjar Pranowo Presiden Pilihanku 2024   Tags : #asalbukanprabowo #asalbukan02 Amanda Zahra Umur 25 UNHAS Jam 1 Megawati Soekarnoputri Jam 2 #Ancika1995 Pak JK PTN TOP 10 Emaknya Khofifah #BABYMONSTER1stROTY https://t.co/sEerRBdimn;40;0;1;18;in;"1,73054E+18";"1,74525E+18";Fadhlygrdt;https://twitter.com/Fadhlygrdt/status/1745253824112284088
Wed Jan 10 16:40:24 +0000 2024;"1,74512E+18";"Ogah Punya Presiden Tantrum, Kakak Menpora Dito Ariotedjo Diduga Tak Akan Pilih Prabowo di Pilpres 2024 https://t.co/gaVCiuNdk1";0;0;0;0;in;"1,22543E+18";"1,74512E+18";RepelitaO;https://twitter.com/RepelitaO/status/1745123434357797233
Wed Jan 10 14:19:57 +0000 2024;"1,74509E+18";"Ogah Punya Presiden Tantrum, Kakak Menpora Dito Ariotedjo Diduga Tak akan Pilih Prabowo di Pilpres 2024: Bisa Bayangin... https://t.co/ADT1d59rUm";0;0;0;0;in;"1,12555E+18";"1,74509E+18";Bardoel2;https://twitter.com/Bardoel2/status/1745088091503677464
Wed Jan 10 12:20:13 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,54398E+18";"1,74506E+18";umqwl49943286;https://twitter.com/umqwl49943286/status/1745057959170703378
Wed Jan 10 12:20:13 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,72105E+18";"1,74506E+18";GasserMcmi24104;https://twitter.com/GasserMcmi24104/status/1745057956155032061
Wed Jan 10 12:20:11 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;333249175;"1,74506E+18";seharum_kasturi;https://twitter.com/seharum_kasturi/status/1745057951469945018
Wed Jan 10 12:20:11 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;333552272;"1,74506E+18";GWOPBOY_FLAME;https://twitter.com/GWOPBOY_FLAME/status/1745057951365136864
Wed Jan 10 12:15:20 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;333552272;"1,74506E+18";GWOPBOY_FLAME;https://twitter.com/GWOPBOY_FLAME/status/1745056728696107303
Wed Jan 10 12:15:18 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;333249175;"1,74506E+18";seharum_kasturi;https://twitter.com/seharum_kasturi/status/1745056722668962216
Wed Jan 10 12:15:17 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,72105E+18";"1,74506E+18";GasserMcmi24104;https://twitter.com/GasserMcmi24104/status/1745056717182775684
Wed Jan 10 12:15:14 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,54398E+18";"1,74506E+18";umqwl49943286;https://twitter.com/umqwl49943286/status/1745056705468088516
Wed Jan 10 12:10:19 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,54398E+18";"1,74506E+18";umqwl49943286;https://twitter.com/umqwl49943286/status/1745055468836233640
Wed Jan 10 12:10:18 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;333249175;"1,74506E+18";seharum_kasturi;https://twitter.com/seharum_kasturi/status/1745055464482599365
Wed Jan 10 12:10:17 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,72105E+18";"1,74506E+18";GasserMcmi24104;https://twitter.com/GasserMcmi24104/status/1745055457260036600
Wed Jan 10 12:10:17 +0000 2024;"1,74506E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;333552272;"1,74506E+18";GWOPBOY_FLAME;https://twitter.com/GWOPBOY_FLAME/status/1745055457067094290
Wed Jan 10 12:00:02 +0000 2024;"1,74505E+18";"Ogah Punya Presiden Tantrum, Kakak Menpora Dito Ariotedjo Diduga Tak Akan Pilih Prabowo di Pilpres 2024 https://t.co/1SzjK22U9r";0;1;2;12;in;"1,2438E+18";"1,74505E+18";democrazymedia;https://twitter.com/democrazymedia/status/1745052879596200117
Wed Jan 10 11:58:44 +0000 2024;"1,74505E+18";"Ogah Punya Presiden Tantrum, Kakak Menpora Dito Ariotedjo Diduga Tak akan Pilih Prabowo di Pilpres 2024: Bisa Bayangin...  https://t.co/YoWM9lf3xL https://t.co/YoWM9lf3xL";0;0;0;0;in;"1,63663E+18";"1,74505E+18";posaktualcom;https://twitter.com/posaktualcom/status/1745052552335372582
Wed Jan 10 09:43:14 +0000 2024;"1,74502E+18";@hansssolo Ganjar Hapuskan Hutang Pilpres tahun 2024 kita harus pilih presiden yang membawa perubahan pak ganjar pranowo pasti menang #LanjutGANsemuamurah;0;0;0;0;in;"1,58277E+18";"1,74501E+18";kaylgiap;https://twitter.com/kaylgiap/status/1745018452929319117
Wed Jan 10 08:09:19 +0000 2024;"1,74499E+18";Fakta Debat!!!  Prabowo banyak menyatakan “Setuju” dengan pernyataan yang disampaikan @ganjarpranowo dalam debat ketiga capres Pilpres 2024.  Yes! Jangan-jangan Prabowo juga “Setuju” pilih Ganjar presiden.  Yang benar Pas3njar.  #GanjarMahfud2024 #GanjarMahfudM3nang #L3bihbaik https://t.co/pi8kwjFoeY;1;10;34;137;in;382522068;"1,74499E+18";_Rizmaya__;https://twitter.com/_Rizmaya__/status/1744994818051465229
Wed Jan 10 08:05:13 +0000 2024;"1,74499E+18";"Yuk, pilih Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/e3IFaKbSl2";0;0;0;0;in;"1,54412E+18";"1,74499E+18";otezo72693321;https://twitter.com/otezo72693321/status/1744993784847307074
Wed Jan 10 08:05:13 +0000 2024;"1,74499E+18";"Yuk, pilih Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/fsuSCbbhX0";0;0;0;0;in;"1,54599E+18";"1,74499E+18";brruu24352399;https://twitter.com/brruu24352399/status/1744993784465645731
Wed Jan 10 08:05:12 +0000 2024;"1,74499E+18";"Yuk, pilih Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/k6nPO6rdCz";0;0;0;0;in;"1,58585E+18";"1,74499E+18";zyxbr64344493;https://twitter.com/zyxbr64344493/status/1744993782322299202
Wed Jan 10 08:05:11 +0000 2024;"1,74499E+18";"Yuk, pilih Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/zLqEo0Es0X";0;0;0;0;in;"1,72105E+18";"1,74499E+18";AmieHarlin66723;https://twitter.com/AmieHarlin66723/status/1744993778329342215
Wed Jan 10 08:05:11 +0000 2024;"1,74499E+18";"Yuk, pilih Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/TV8fx1cz5N";0;0;0;0;in;333269128;"1,74499E+18";maryantomaman;https://twitter.com/maryantomaman/status/1744993776588722470
Wed Jan 10 08:05:11 +0000 2024;"1,74499E+18";"Yuk, pilih Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/WASpOJXwqP";0;0;0;0;in;333183240;"1,74499E+18";IntanAzria;https://twitter.com/IntanAzria/status/1744993776064421898
Wed Jan 10 07:42:46 +0000 2024;"1,74499E+18";@antaranews Pilpres tahun 2024 pilih presiden yang membawa perubahan contohnya pak ganjar;0;0;0;2;in;"1,73199E+18";"1,74495E+18";iciwkar3;https://twitter.com/iciwkar3/status/1744988134675472677
Wed Jan 10 07:38:06 +0000 2024;"1,74499E+18";@Yutokarnegi @jpnncom Pilpres tahun 2024 pilih presiden yang membawa perubahan contohnya pak ganjar;0;0;0;0;in;"1,60769E+18";"1,74493E+18";lastynx;https://twitter.com/lastynx/status/1744986962061336913
Wed Jan 10 07:37:51 +0000 2024;"1,74499E+18";@jpnncom Pilpres tahun 2024 pilih presiden yang membawa perubahan contohnya pak ganjar;0;0;0;0;in;"1,60769E+18";"1,74493E+18";lastynx;https://twitter.com/lastynx/status/1744986896751866238
Wed Jan 10 07:00:31 +0000 2024;"1,74498E+18";@tempodotco Pilpres tahun 2024 kita harus pilih presiden yang membawa perubahan pak ganjar pranowo pasti menang #LanjutGANsemuamurah;0;0;0;0;in;"1,73292E+18";"1,74493E+18";SantiRisman;https://twitter.com/SantiRisman/status/1744977501364076653
Wed Jan 10 05:45:23 +0000 2024;"1,74496E+18";@detikcom Pilpres tahun 2024 kita harus pilih presiden yang membawa perubahan pak ganjar pranowo pasti menang #LanjutGANsemuamurah;0;0;0;0;in;"1,7369E+18";"1,74467E+18";Rusm241297;https://twitter.com/Rusm241297/status/1744958594527989834
Wed Jan 10 00:45:14 +0000 2024;"1,74488E+18";"Yuk, pilih Calon Presiden RI Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/dyYnFw2r5J";0;0;0;0;in;"1,58727E+18";"1,74488E+18";mgvfh22627273;https://twitter.com/mgvfh22627273/status/1744883058707149027
Wed Jan 10 00:45:13 +0000 2024;"1,74488E+18";"Yuk, pilih Calon Presiden RI Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/kUHfbBpo8O";0;0;0;0;in;"1,58566E+18";"1,74488E+18";jneje8358234;https://twitter.com/jneje8358234/status/1744883054412202108
Wed Jan 10 00:45:13 +0000 2024;"1,74488E+18";"Yuk, pilih Calon Presiden RI Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/tag1BTpvW6";0;0;0;0;in;"1,58726E+18";"1,74488E+18";pdova59911948;https://twitter.com/pdova59911948/status/1744883054286385614
Wed Jan 10 00:45:13 +0000 2024;"1,74488E+18";"Yuk, pilih Calon Presiden RI Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/vuXgBCEffD";0;0;0;0;in;"1,58542E+18";"1,74488E+18";nflqh7985381;https://twitter.com/nflqh7985381/status/1744883054282252427
Wed Jan 10 00:45:11 +0000 2024;"1,74488E+18";"Yuk, pilih Calon Presiden RI Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/h02OmC92Pn";0;0;0;0;in;333718332;"1,74488E+18";bison2768;https://twitter.com/bison2768/status/1744883049081319556
Wed Jan 10 00:45:11 +0000 2024;"1,74488E+18";"Yuk, pilih Calon Presiden RI Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/uwsiUfgAO8";0;0;0;0;in;333663866;"1,74488E+18";BasirAli88;https://twitter.com/BasirAli88/status/1744883049051926656
Wed Jan 10 00:40:13 +0000 2024;"1,74488E+18";"Yuk, pilih Capres RI 2024 Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/3mQUZsPjrJ";0;0;0;0;in;"1,54591E+18";"1,74488E+18";vwwwy49492122;https://twitter.com/vwwwy49492122/status/1744881797886873863
Wed Jan 10 00:40:13 +0000 2024;"1,74488E+18";"Yuk, pilih Capres RI 2024 Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/BKeQRXcyah";0;0;0;0;in;"1,54572E+18";"1,74488E+18";anpze12382789;https://twitter.com/anpze12382789/status/1744881796565667863
Wed Jan 10 00:40:11 +0000 2024;"1,74488E+18";"Yuk, pilih Capres RI 2024 Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/wDdCzlsa1O";0;0;0;0;in;333339859;"1,74488E+18";mariposa_18;https://twitter.com/mariposa_18/status/1744881789875716122
Wed Jan 10 00:40:11 +0000 2024;"1,74488E+18";"Yuk, pilih Capres RI 2024 Ganjar Pranowo jadi Presiden Republik Indonesia di Pilpres 2024. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/BCLmzcGnfm";0;0;0;0;in;333249219;"1,74488E+18";ferinasution19;https://twitter.com/ferinasution19/status/1744881788642549853
Tue Jan 09 15:38:45 +0000 2024;"1,74475E+18";Lah katanya tidak tertutup ? Bapak lupa ya ?  Nda bahaya tah ?  Terima kasih @PKSejahtera yg sudah mengingatkan 😊👍  Biar Presiden kita nda pelupa.. Yuk pilih Paslon 1 di Pilpres 2024 ini  Pilih Pak @aniesbaswedan &amp  Pak @cakimiNOW ya untuk Indonesia lebih baik 😊🙏🏻… https://t.co/SeNneZVnz6;18;30;757;1346;in;1355632532;"1,74475E+18";DrEvaChaniago;https://twitter.com/DrEvaChaniago/status/1744745533946692076
Tue Jan 09 14:45:10 +0000 2024;"1,74473E+18";@ganjarpranowo @NarasiNewsroom Anak muda dukung penuh Ganjar-Mahfud untuk melaju di pilpres 2024 Ganjar Mahfud pilihan GENZ ... Ganjar Mahfud the next presiden 2024;0;0;0;0;in;"1,7139E+18";"1,74454E+18";jejekhan510;https://twitter.com/jejekhan510/status/1744732048626159651
Tue Jan 09 14:01:14 +0000 2024;"1,74472E+18";@tribunnews Pilpres tahun 2024 pilih presiden yang membawa perubahan contohnya pak ganjar;0;0;0;0;in;"1,72866E+18";"1,74463E+18";sumbuli88;https://twitter.com/sumbuli88/status/1744720989953630410
Tue Jan 09 13:59:38 +0000 2024;"1,74472E+18";@okezonenews Pilpres tahun 2024 kita harus pilih presiden yang membawa perubahan pak ganjar pranowo pasti menang #LanjutGANsemuamurah;0;0;0;0;in;"1,58277E+18";"1,74448E+18";kaylgiap;https://twitter.com/kaylgiap/status/1744720587925373205
Tue Jan 09 13:57:19 +0000 2024;"1,74472E+18";@kompascom Pilpres tahun 2024 pilih presiden yang membawa perubahan contohnya pak ganjar;0;0;0;0;in;"1,60769E+18";"1,74457E+18";lastynx;https://twitter.com/lastynx/status/1744720006062170155
Tue Jan 09 13:53:31 +0000 2024;"1,74472E+18";@okezonenews Pilpres tahun 2024 pilih presiden yang membawa perubahan contohnya pak ganjar;0;0;0;0;in;"1,60769E+18";"1,74458E+18";lastynx;https://twitter.com/lastynx/status/1744719049278575088
Tue Jan 09 13:51:33 +0000 2024;"1,74472E+18";@tribunnews @ganjarpranowo Pilpres tahun 2024 pilih presiden yang membawa perubahan contohnya pak ganjar;0;0;0;0;in;"1,72866E+18";"1,74465E+18";sumbuli88;https://twitter.com/sumbuli88/status/1744718556368195700
